# Set, avg score across 300 episodes
0	-17.080000
1	-14.000000
2	-19.000000
3	-19.000000
4	-19.000000
5	-19.000000
6	-19.000000
7	-19.000000
8	-19.000000
9	-19.000000
10	-19.000000
11	-19.000000
12	-19.000000
13	-19.000000
14	-19.000000
15	-19.000000
16	-19.000000
17	-19.000000
18	-19.000000
19	-19.000000
20	-19.000000
21	-19.000000
22	-19.000000
23	-19.000000
24	-19.000000
25	-19.000000
26	-19.000000
27	-19.000000
28	-19.000000
29	-19.000000
30	-19.000000
31	-19.000000
32	-19.000000
33	-19.000000
34	-19.000000
35	-19.000000
36	-19.000000
37	-19.000000
38	-19.000000
39	-19.000000
40	-19.000000
41	-19.000000
42	-19.000000
43	-19.000000
44	-19.000000
45	-19.000000
46	-19.000000
47	-19.000000
48	-19.000000
49	-19.000000
50	-19.000000
51	-19.000000
52	-19.000000
53	-19.000000
54	-19.000000
55	-19.000000
56	-19.000000
57	-19.000000
58	-19.000000
59	-19.000000
60	-19.000000
61	-19.000000
62	-19.000000
63	-19.000000
64	-19.000000
65	-19.000000
66	-19.000000
67	-19.000000
68	-19.000000
69	-19.000000
70	-19.000000
71	-19.000000
72	-19.000000
73	-19.000000
74	-19.000000
75	-19.000000
76	-19.000000
77	-19.000000
78	-19.000000
79	-19.000000
80	-19.000000
81	-19.000000
82	-19.000000
83	-19.000000
84	-19.000000
85	-19.000000
86	-19.000000
87	-19.000000
88	-19.000000
89	-19.000000
90	-19.000000
91	-19.000000
92	-19.000000
93	-19.000000
94	-19.000000
95	-19.000000
96	-19.000000
97	-19.000000
98	-19.000000
99	-19.000000
